ORIGEM 2,DESTINO 2,motivo_ajustado,Com que frequência você faz essa viagem?,A viagem foi realizada em qual período do dia?
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Compras (Comércio),Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cidade Operária,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Compras (Comércio),Semanalmente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Estudo,1 a 2 vezes por semana,Noite (18h - 00h)
São Luís - Cohab,São Luís - Cohab,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Compras (Comércio),Raramente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Compras (Comércio),1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Estudo,Diariamente,Noite (18h - 00h)
São Luís - Cohab,São Luís - Cohab,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Outros,Semanalmente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohab,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Noite (18h - 00h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Outros,Raramente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Compras (Comércio),Raramente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Estudo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Cohab,São Luís - Cohama,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Cohab,São Luís - Cohama,Outros,Raramente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Trabalho,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Raramente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Cohama,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Estudo,3 a 5 vezes por semana,Noite (18h - 00h)
São Luís - Cohab,São Luís - Cohama,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohab,Viana,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cohab,Bacabeira,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,Rosário,Estudo,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cohab,Alcântara,Lazer / Turismo,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Cohab,Bacabeira,Serviços ,Semanalmente,Manhã (5h - 12h)
São Luís - Cohab,São José de Ribamar,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohab,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Sao Luis - Cohama,Cachoeira Grande,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Sao Luis - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,Alcântara,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,Barreirinhas,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Cohama,Itapecuru mirim ,Trabalho,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,Morros,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Cohama,Morros,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,Morros,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,Morros,Trabalho,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cohama,Pinheiro ,Outros,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Cohama,São José de Ribamar,Outros,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cohama,São José de Ribamar,Compras (Comércio),2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Cohama,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São José de Ribamar,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São José de Ribamar,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Bancaga,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Outros,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Outros,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Outros,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Estudo,Raramente,Noite (18h - 00h)
São Luís - Cohama,São Luís - Cohama,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Outros,Diariamente,Noite (18h - 00h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Mateus ,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama, Competição ,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cohama,Bacabal ,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,Paço do Lumiar,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,Raposa,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,Santo Amaro,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Cohama,São José de Ribamar,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Bancaga,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Bancaga,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Bancaga,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Bancaga,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Cohama,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Serviços ,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Saúde ,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Estudo,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Serviços ,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
